product_id;price;product;brand;unit_price;units;categories;discount;date
277771;1.15;DIA ZUMOSFERA zumo de naranja 100% sin pulpa pack 3 unidades 200 ml;DIA ZUMOSFERA;1.92;€/l.;['Bebidas', 'Zumos'];;2023-01-06
265705;12.59;DODOT Pants pañales +15 kg talla 6 paquete 27 uds;DODOT;0.47;€/ud.;['Bebé', 'Pañales'];;2023-01-06
177733;1.05;BONTE loción hidratante formato viaje botella 50 ml;BONTE;21.0;€/l.;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];;2023-01-06
284387;1.19;DIA MARI MARINERA filetes de caballa del sur en aceite de girasol lata 85 gr;DIA MARI MARINERA;14.0;€/Kg.;['Despensa', 'Conservas', 'Conservas de pescado'];;2023-01-06
93;1.51;Calabacín unidad (790 gr aprox.);;1.91;€/Kg.;['Frescos', 'Verduras y hortalizas', 'Calabacín. calabaza y berenjena'];;2023-01-06
125616;2.95;DIA NATURMUNDO avellanas tostadas bolsa 200 gr;DIA NATURMUNDO;14.75;€/Kg.;['Despensa', 'Aperitivos'];;2023-01-06
283888;1.25;DIA IMAQE discos de algodón ovalados bolsa 70 uds;DIA IMAQE;1.25;€/ud.;['Cuidado personal', 'Cuidado corporal', 'Limpieza facial'];;2023-01-06
74305;2.39;DIA GRANDIA copos de arroz y trigo integral paquete 500 gr;DIA GRANDIA;4.78;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2023-01-06
238338;2.79;VILEDA estropajo con fibra paquete 3 uds;VILEDA;0.93;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2023-01-06
151018;1.89;CASA TARRADELLAS masa fina para pizza rollo 260 gr;CASA TARRADELLAS;7.27;€/Kg.;['Despensa', 'Pastas. harinas y masas', 'Masas y hojaldres'];;2023-01-06
146093;4.89;VIVISIMA+ jalea real envase 12 viales;VIVISIMA;0.41;€/ud.;['Despensa', 'Dietéticos', 'Complementos nutricionales'];;2023-01-06
143549;2.89;HORNIMANS té silueta estuche 20 bolsitas;HORNIMANS;0.14;€/ud.;['Despensa', 'Desayunos y dulces', 'Infusiones'];;2023-01-06
244789;3.99;SELECCIÓN DE DIA hamburguesas de cerdo y vacuno bandeja 6 uds 540 gr;SELECCIÓN DE DIA;7.39;€/Kg.;['Frescos', 'Carne', 'Mixto'];;2023-01-06
73676;1.29;PASCUAL leche entera envase 1 lt;PASCUAL;1.29;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2023-01-06
244234;2.59;ORTIZ pan tostado tradicional paquete 324 gr;ORTIZ;7.99;€/Kg.;['Despensa', 'Pan', 'Biscotes'];;2023-01-06
277773;1.09;DIA ZUMOSFERA néctar de piña envase 1 lt;DIA ZUMOSFERA;1.09;€/l.;['Bebidas', 'Zumos'];;2023-01-06
87057;3.09;MARDEL dulce de leche frasco 450 gr;MARDEL;6.87;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cacao y cremas de cacao'];;2023-01-06
26327;1.79;DIA SUPER PACO abrillantador para lavavajillas máquina botella 1 lt;DIA SUPER PACO;1.79;€/l.;['Cuidado del hogar', 'Lavavajillas'];;2023-01-06
198528;2.69;FLORETTE ensalada de pasta y rúcula tarrina 320 gr;FLORETTE;8.41;€/Kg.;['Platos preparados', 'Ensaladas'];;2023-01-06
150843;0.69;CAPRI-SUN zumo de naranja envase 200 ml;CAPRI;3.45;€/l.;['Bebidas', 'Zumos'];;2023-01-06
227141;1.05;DIA esponja con fibra verde 3 uds;DIA;0.35;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2023-01-06
74722;1.59;ASTURIANA leche desnatada botella 1.5 lt;ASTURIANA;1.06;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2023-01-06
101720;1.35;LUENGO garbanzos cocidos frasco 400 gr;LUENGO;3.38;€/Kg.;['Despensa', 'Arroz y legumbres', 'Legumbres'];;2023-01-06
250333;2.69;NATURE VALLEY barrita de cereales crunchy avena y miel caja 210 gr;NATURE VALLEY;12.81;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2023-01-06
122969;4.89;DOLCE GUSTO cortado espresso macchiato 16 cápsulas caja 100 gr;DOLCE GUSTO;0.31;€/ud.;['Despensa', 'Desayunos y dulces', 'Café'];;2023-01-06
290037;3.79;VERNEL suavizante concentrado aromaterapia lirio botella 70 lv;VERNEL;0.05;€/Lavado;['Cuidado del hogar', 'Cuidado de la ropa'];;2023-01-06
273731;2.19;DIA NUESTRA ALACENA pechuga de pavo bajo en sal finas lonchas envase 200 gr;DIA NUESTRA ALACENA;10.95;€/Kg.;['Frescos', 'Charcutería y quesos', 'Cocidos'];;2023-01-06
176704;17.55;PROTOS CRIANZA vino tinto crianza DO Ribera del Duero botella 75 cl;PROTOS CRIANZA;23.4;€/l.;['Bodega', 'Vino', 'Tinto'];;2023-01-06
154737;4.19;MERY fregona 100 % microfibras bolsa 1 ud;MERY;4.19;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2023-01-06
30319;9.49;COCA-COLA clásica pack 12 latas 33 cl;COCA;2.4;€/l.;['Bebidas', 'Refrescos'];;2023-01-06
219103;0.95;DIA cocktail frutos secos mix fun bolsa 200 gr;DIA;4.75;€/Kg.;['Despensa', 'Aperitivos'];;2023-01-06
275251;0.79;DIA LACTEA yogur sabor plátano pack 4 unidades 125 gr;DIA LACTEA;1.58;€/Kg.;['Despensa', 'Lácteos y huevos', 'Yogures'];;2023-01-06
276691;2.19;DIA LA LLAMA papel de cocina reciclado paquete 2 uds;DIA LA LLAMA;1.1;€/ud.;['Cuidado del hogar', 'Papel'];;2023-01-06
282717;16.95;WIPP EXPRESS detergente máquina líquido limpio y liso botella 60 lv;WIPP EXPRESS;0.28;€/Lavado;['Cuidado del hogar', 'Cuidado de la ropa'];;2023-01-06
255481;10.34;DIA EL CENCERRO queso mezcla curado pieza 860 gr;DIA EL CENCERRO;12.02;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2023-01-06
26442;3.59;DIA MARI MARINERA medallones de merluza del cabo MSC bolsa 475 gr;DIA MARI MARINERA;7.56;€/Kg.;['Congelados', 'Pescado y marisco'];;2023-01-06
270470;4.99;BODY NATUR manteca corporal de coco tarro 200 ml;BODY NATUR;24.95;€/l.;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];;2023-01-06
205791;0.69;DIA ZUMOSFERA zumo tropical sin azúcares añadidos envase 1 lt;DIA ZUMOSFERA;0.69;€/l.;['Bebidas', 'Zumos'];;2023-01-06
289027;1.85;TDOY AIR ambientador perlas  lima bote 110 gr;TDOY AIR;16.82;€/Kg.;['Cuidado del hogar', 'Ambientadores'];;2023-01-06
240523;1.2;ASTURIANA leche entera sin lactosa envase 1 lt;ASTURIANA;1.2;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2023-01-06
273843;1.2;DIA IMAQE jabón de manos líquido oliva dosificador 500 ml;DIA IMAQE;2.4;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Jabón'];;2023-01-06
267538;9.49;NIVEA naturally good crema facial de día antiedad tarro 50 ml;NIVEA;189.8;€/l.;['Cuidado personal', 'Cuidado corporal', 'Crema facial'];;2023-01-06
231658;1.89;BONTE champú cabello graso dosificador 750 ml;BONTE;2.52;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Champús'];;2023-01-06
186097;2.85;DIA BÍFIDUS cremoso de higo. ciruela. fresa y frutos del bosque pack 8 unidades 125 gr;DIA BÍFIDUS;2.85;€/Kg.;['Despensa', 'Lácteos y huevos', 'Yogures'];;2023-01-06
198131;3.19;NB PALMOLIVE gel de ducha leche y miel bote 550 ml;NB PALMOLIVE;4.91;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];;2023-01-06
238826;2.75;GLADE BY BRISE ambientador absorbeolores aroma lavanda 1 ud;GLADE BY BRISE;2.75;€/ud.;['Cuidado del hogar', 'Ambientadores'];;2023-01-06
261348;2.49;SELECCIÓN DE DIA mini hamburguesas de pollo bandeja 8 uds 280 gr;SELECCIÓN DE DIA;8.89;€/Kg.;['Frescos', 'Carne', 'Pollo'];;2023-01-06
286145;1.79;KELSIA quitaesmalte acetona pura bote 200 ml;KELSIA;8.95;€/l.;['Cuidado personal', 'Cuidado corporal', 'Cosmética'];;2023-01-06
57900;9.99;SMIRNOFF vodka botella 70 cl;SMIRNOFF;14.27;€/l.;['Bodega', 'Alcoholes', 'Vodka'];;2023-01-06
280092;0.45;DIA RAMBLERS cerveza 100% malta lata 33 cl;DIA RAMBLERS;1.36;€/l.;['Bebidas', 'Cervezas', 'Especiales'];;2023-01-06
262263;2.8;ROYAL gelatina sabor limón caja 114 gr;ROYAL;24.56;€/Kg.;['Despensa', 'Desayunos y dulces', 'Preparación de postres'];;2023-01-06
82047;1.05;DIA cayena molida frasco 40 gr;DIA;26.25;€/Kg.;['Despensa', 'Sal y especias'];;2023-01-06
263722;2.29;CAMPO CURERO vino tinto roble DO Toro botella 75 cl;CAMPO CURERO;3.06;€/l.3,99 €/l.;['Bodega', 'Vino', 'Tinto'];;2023-01-06
101750;2.39;NOCILLA Duo crema de cacao vaso 180 gr;NOCILLA;13.28;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cacao y cremas de cacao'];;2023-01-06
