product_id;price;product;brand;unit_price;units;categories;discount;date
199405;2.29;Fregasuelos multi desinfección ;Sanicentro;1.53;€/LITRO);['Limpieza y hogar', 'Cristales y suelos'];;2023-08-27
189865;1.69;Atún claro en escabeche ;Campos;16.25;€/KILO);['Conservas. caldos y cremas', 'Atún. bonito y caballa'];;2023-08-27
296488;1.95;Salsa césar para ensaladas ;Chovi;7.8;€/LITRO);['Aceites. salsas y especias', 'Mayonesa y otras salsas'];;2023-08-27
142233;1.94;Aperitivo de maíz frito con sabor a pimiento picantenachos sabor picante ;Doritos;13.86;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-08-27
16621;6.8;Repelente de insectos ;Autan;6.8;€/100 ML.);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-08-27
160624;3.35;Empanada de carne ;El;6.09;€/KILO);['Pizzas y platos preparados', 'Tortillas. empanadas. croquetas'];;2023-08-27
275646;1.25;Minicroquetas de jamón ;Al;2.78;€/KILO);['Congelados', 'Empanadillas y rebozados'];;2023-08-27
263304;0.85;Cerveza rubia dorada ;El;2.58;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cervezas nacionales'];;2023-08-27
231490;1.05;Golosinas gatos sabor regaliz ;Trolli;10.5;€/KILO);['Azúcar. chocolates y caramelos', 'Caramelos. chicles y golosinas'];;2023-08-27
231182;2.05;Picos artesanos de jerez ;Horno;5.13;€/KILO);['Panes. harinas y masas', 'Picos y panes tostados'];;2023-08-27
292633;2.39;Patatas fritas cheesy cheese ;Pringles;14.48;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-08-27
286534;1.12;Verduras braseadas ;Vegedia;10.16;€/KILO);['Charcutería y quesos', 'Foie. paté y sobrasada'];;2023-08-27
276169;1.85;Salchichón a la pimienta ;Sola;18.5;€/KILO);['Charcutería y quesos', 'Lomo. chorizo. fuet. salchichón'];;2023-08-27
49159;1.95;Loción refrescante after shave ;Bonté;1.95;€/100 ML.);['Perfumería. higiene. salud', 'Afeitado'];;2023-08-27
295814;1.5;Helado para perros sabor crema ;Dr;30.0;€/KILO);['Mascotas', 'Perros'];;2023-08-27
221654;3.89;Café en cápsulas lungo ;Dia;0.24;€/UNIDAD);['Café. cacao e infusiones', 'Café'];;2023-08-27
251591;2.59;Alimento para gatos junior en gelatina casserole aves ;Whiskas;7.62;€/KILO);['Mascotas', 'Gatos'];;2023-08-27
183533;3.79;Pizza barbacoa ;Dr;11.15;€/KILO);['Congelados', 'Pizzas. bases y masas'];;2023-08-27
279210;1.55;Mini biscotes ;El;6.46;€/KILO);['Panes. harinas y masas', 'Picos y panes tostados'];;2023-08-27
129390;3.25;Tampón compacto con aplicador normal ;Bonté;0.1;€/UNIDAD);['Perfumería. higiene. salud', 'Compresas y cuidado íntimo'];;2023-08-27
262642;3.65;Gazpacho fresco con aceite de oliva ;García;3.65;€/LITRO);['Pizzas y platos preparados', 'Gazpachos. salmorejos y ensaladas'];;2023-08-27
44948;1.84;Queso azul ;El;12.27;€/KILO);['Charcutería y quesos', 'Queso azul y roquefort'];;2023-08-27
205046;9.39;Licor de anís dulce ;La;13.41;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cremas y licores'];;2023-08-27
287449;1.0;Barritas energéticas con dátil;Just;25.0;€/KILO);['Galletas. bollos y cereales', 'Tortitas'];;2023-08-27
186686;6.55;Limpieza ba;WC;6.55;€/LITRO);['Limpieza y hogar', 'Limpieza baño y WC'];;2023-08-27
273674;0.99;Cerillas ;Flam;0.33;€/UNIDAD);['Limpieza y hogar', 'Útiles del hogar. pilas. bombillas'];;2023-08-27
231948;4.49;Ambientador antitabaco ;Ambipur;14.97;€/LITRO);['Limpieza y hogar', 'Insecticidas y ambientadores'];;2023-08-27
276193;5.95;Colonia flores blancas ;Arome;3.97;€/100 ML.);['Perfumería. higiene. salud', 'Colonias'];;2023-08-27
284190;11.0;Vino blanco treixadura ;Ribeiro;14.67;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Vino blanco'];;2023-08-27
208418;4.39;Corazones de alcachofas igp de tudela ;Delicias;17.56;€/KILO);['Conservas. caldos y cremas', 'Conservas vegetales'];;2023-08-27
67929;1.95;Cereales copos de trigo;Gran;6.5;€/KILO);['Galletas. bollos y cereales', 'Cereales'];;2023-08-27
