product_id;price;product;brand;unit_price;units;categories;discount;date
292712;3.45;Ambientador mikado mango ;Meyomi;3.45;€/100 ML.);['Limpieza y hogar', 'Insecticidas y ambientadores'];;2023-09-02
199405;2.29;Fregasuelos multi desinfección ;Sanicentro;1.53;€/LITRO);['Limpieza y hogar', 'Cristales y suelos'];;2023-09-02
187288;2.95;Atún claro en escabeche ;Calvo;17.56;€/KILO);['Conservas. caldos y cremas', 'Atún. bonito y caballa'];;2023-09-02
296488;1.95;Salsa césar para ensaladas ;Chovi;7.8;€/LITRO);['Aceites. salsas y especias', 'Mayonesa y otras salsas'];;2023-09-02
142233;1.94;Aperitivo de maíz frito con sabor a pimiento picantenachos sabor picante ;Doritos;13.86;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-09-02
16621;6.8;Repelente de insectos ;Autan;6.8;€/100 ML.);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-09-02
283126;0.77;Refresco zero sabor lima ;Pepsi;2.33;€/LITRO);['Agua. refrescos y zumos', 'Cola'];;2023-09-02
277988;6.99;Vitagomis para adultos ;Multicentrum;0.23;€/UNIDAD);['Perfumería. higiene. salud', 'Complementos nutricionales'];;2023-09-02
275646;1.25;Minicroquetas de jamón ;Al;2.78;€/KILO);['Congelados', 'Empanadillas y rebozados'];;2023-09-02
277448;8.35;Cerveza rubia dorada ;El;2.53;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cervezas nacionales'];;2023-09-02
289577;2.2;Crema capilar miel natural ;Imaqe;1.1;€/100 ML.);['Perfumería. higiene. salud', 'Acondicionadores y mascarillas'];;2023-09-02
297023;3.09;Alcachofas en aceite y especias en cuartos ;Alsur;16.26;€/KILO);['Conservas. caldos y cremas', 'Conservas vegetales'];;2023-09-02
231490;1.05;Golosinas gatos sabor regaliz ;Trolli;10.5;€/KILO);['Azúcar. chocolates y caramelos', 'Caramelos. chicles y golosinas'];;2023-09-02
231182;2.05;Picos artesanos de jerez ;Horno;5.13;€/KILO);['Panes. harinas y masas', 'Picos y panes tostados'];;2023-09-02
273995;3.27;Gel lavavajillas máquina todo en ;Super;4.54;€/LITRO);['Limpieza y hogar', 'Lavavajillas'];;2023-09-02
111475;4.71;Loción corporal extra nutritiva piel muy seca ;Natural;1.18;€/100 ML.);['Perfumería. higiene. salud', 'Hidratación corporal y solar'];;2023-09-02
264899;8.0;Preservativos sensitivo suave ;Durex;0.67;€/UNIDAD);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-09-02
269280;3.29;Champú nutritivo aceite extraordinario cabello seco ;Elvive;1.15;€/100 ML.);['Perfumería. higiene. salud', 'Champú'];;2023-09-02
10398;2.6;Caramelos masticables de frutas ;Sugus;17.33;€/KILO);['Azúcar. chocolates y caramelos', 'Caramelos. chicles y golosinas'];;2023-09-02
292633;2.39;Patatas fritas cheesy cheese ;Pringles;14.48;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-09-02
286534;1.49;Verduras braseadas ;Vegedia;13.55;€/KILO);['Charcutería y quesos', 'Foie. paté y sobrasada'];;2023-09-02
276169;1.85;Salchichón a la pimienta ;Sola;18.5;€/KILO);['Charcutería y quesos', 'Lomo. chorizo. fuet. salchichón'];;2023-09-02
187992;2.09;Cayena guindillas ;Carmencita;130.63;€/KILO);['Aceites. salsas y especias', 'Sal y especias'];;2023-09-02
259230;11.89;Pants de incontinencia cintura alta talla ;Tena;1.49;€/UNIDAD);['Perfumería. higiene. salud', 'Compresas y cuidado íntimo'];;2023-09-02
49159;1.95;Loción refrescante after shave ;Bonté;1.95;€/100 ML.);['Perfumería. higiene. salud', 'Afeitado'];;2023-09-02
295814;1.5;Helado para perros sabor crema ;Dr;30.0;€/KILO);['Mascotas', 'Perros'];;2023-09-02
293025;1.69;Barritas de chocolate y galleta ;Nestlé;16.57;€/KILO);['Azúcar. chocolates y caramelos', 'Chocolates y bombones'];;2023-09-02
221654;3.89;Café en cápsulas lungo ;Dia;0.24;€/UNIDAD);['Café. cacao e infusiones', 'Café'];;2023-09-02
251591;2.59;Alimento para gatos junior en gelatina casserole aves ;Whiskas;7.62;€/KILO);['Mascotas', 'Gatos'];;2023-09-02
295243;2.49;Crema de puerros ;Al;4.98;€/LITRO);['Conservas. caldos y cremas', 'Cremas y purés'];;2023-09-02
250252;2.49;Pizza barbacoa ;Dia;7.11;€/KILO);['Congelados', 'Pizzas. bases y masas'];;2023-09-02
151263;1.59;Champú liso y suave cabello rebelde ;Bonté;0.4;€/100 ML.);['Perfumería. higiene. salud', 'Champú'];;2023-09-02
286028;2.49;Nuez con chocolate con leche ;Naturmundo;16.6;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Frutos secos'];;2023-09-02
274070;2.35;Salchicha alemana cocktail ;Selección;15.67;€/KILO);['Conservas. caldos y cremas', 'Conservas de carne'];;2023-09-02
51209;0.95;Pasta de lazos tricolor ;Al;1.9;€/KILO);['Arroz. pastas y legumbres', 'Pastas'];;2023-09-02
279210;1.55;Mini biscotes ;El;6.46;€/KILO);['Panes. harinas y masas', 'Picos y panes tostados'];;2023-09-02
129390;3.25;Tampón compacto con aplicador normal ;Bonté;0.1;€/UNIDAD);['Perfumería. higiene. salud', 'Compresas y cuidado íntimo'];;2023-09-02
239320;3.99;Ketchup cero azúcar ;Prima;7.82;€/KILO);['Aceites. salsas y especias', 'Tomate'];;2023-09-02
263694;1.55;Gazpacho fresco con aceite de oliva ;García;4.7;€/LITRO);['Pizzas y platos preparados', 'Gazpachos. salmorejos y ensaladas'];;2023-09-02
44948;1.84;Queso azul ;El;12.27;€/KILO);['Charcutería y quesos', 'Queso azul y roquefort'];;2023-09-02
140744;1.11;Volantinas con queso ;Al;7.66;€/KILO);['Pizzas y platos preparados', 'Precocinados envasados'];;2023-09-02
188233;1.75;Nata para cocinar sin lactosa ;Kaiku;8.75;€/LITRO);['Leche. huevos y mantequilla', 'Nata'];;2023-09-02
184718;2.47;Mini barritas de chocolate con leche y avellanas ;Kinder;22.87;€/KILO);['Azúcar. chocolates y caramelos', 'Chocolates y bombones'];;2023-09-02
60766;10.99;Licor de anís dulce ;Anís;10.99;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cremas y licores'];;2023-09-02
