product_id;price;product;brand;unit_price;units;categories;discount;date
292712;3.45;Ambientador mikado mango ;Meyomi;3.45;€/100 ML.);['Limpieza y hogar', 'Insecticidas y ambientadores'];;2023-08-23
199405;2.29;Fregasuelos multi desinfección ;Sanicentro;1.53;€/LITRO);['Limpieza y hogar', 'Cristales y suelos'];;2023-08-23
189865;1.69;Atún claro en escabeche ;Campos;16.25;€/KILO);['Conservas. caldos y cremas', 'Atún. bonito y caballa'];;2023-08-23
296488;1.97;Salsa césar para ensaladas ;Chovi;7.88;€/LITRO);['Aceites. salsas y especias', 'Mayonesa y otras salsas'];;2023-08-23
142233;1.99;Aperitivo de maíz frito con sabor a pimiento picantenachos sabor picante ;Doritos;14.21;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-08-23
16621;8.49;Repelente de insectos ;Autan;8.49;€/100 ML.);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-08-23
283126;0.79;Refresco zero sabor lima ;Pepsi;2.39;€/LITRO);['Agua. refrescos y zumos', 'Cola'];;2023-08-23
160624;3.35;Empanada de carne ;El;6.09;€/KILO);['Pizzas y platos preparados', 'Tortillas. empanadas. croquetas'];;2023-08-23
277988;6.99;Vitagomis para adultos ;Multicentrum;0.23;€/UNIDAD);['Perfumería. higiene. salud', 'Complementos nutricionales'];;2023-08-23
275646;1.39;Minicroquetas de jamón ;Al;3.09;€/KILO);['Congelados', 'Empanadillas y rebozados'];;2023-08-23
277448;8.65;Cerveza rubia dorada ;El;2.62;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cervezas nacionales'];;2023-08-23
289577;2.2;Crema capilar miel natural ;Imaqe;1.1;€/100 ML.);['Perfumería. higiene. salud', 'Acondicionadores y mascarillas'];;2023-08-23
297023;3.45;Alcachofas en aceite y especias en cuartos ;Alsur;18.16;€/KILO);['Conservas. caldos y cremas', 'Conservas vegetales'];;2023-08-23
231490;1.15;Golosinas gatos sabor regaliz ;Trolli;11.5;€/KILO);['Azúcar. chocolates y caramelos', 'Caramelos. chicles y golosinas'];;2023-08-23
231182;2.09;Picos artesanos de jerez ;Horno;5.23;€/KILO);['Panes. harinas y masas', 'Picos y panes tostados'];;2023-08-23
273995;4.09;Gel lavavajillas máquina todo en ;Super;5.68;€/LITRO);['Limpieza y hogar', 'Lavavajillas'];;2023-08-23
111475;4.69;Loción corporal extra nutritiva piel muy seca ;Natural;1.17;€/100 ML.);['Perfumería. higiene. salud', 'Hidratación corporal y solar'];;2023-08-23
264899;7.99;Preservativos sensitivo suave ;Durex;0.67;€/UNIDAD);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-08-23
269280;3.49;Champú nutritivo aceite extraordinario cabello seco ;Elvive;1.22;€/100 ML.);['Perfumería. higiene. salud', 'Champú'];;2023-08-23
10398;2.99;Caramelos masticables de frutas ;Sugus;19.93;€/KILO);['Azúcar. chocolates y caramelos', 'Caramelos. chicles y golosinas'];;2023-08-23
292633;2.49;Patatas fritas cheesy cheese ;Pringles;15.09;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-08-23
286534;1.19;Verduras braseadas ;Vegedia;10.84;€/KILO);['Charcutería y quesos', 'Foie. paté y sobrasada'];;2023-08-23
276169;1.95;Salchichón a la pimienta ;Sola;19.5;€/KILO);['Charcutería y quesos', 'Lomo. chorizo. fuet. salchichón'];;2023-08-23
187992;2.35;Cayena guindillas ;Carmencita;146.88;€/KILO);['Aceites. salsas y especias', 'Sal y especias'];;2023-08-23
259230;11.95;Pants de incontinencia cintura alta talla ;Tena;1.49;€/UNIDAD);['Perfumería. higiene. salud', 'Compresas y cuidado íntimo'];;2023-08-23
49159;1.99;Loción refrescante after shave ;Bonté;1.99;€/100 ML.);['Perfumería. higiene. salud', 'Afeitado'];;2023-08-23
295814;1.59;Helado para perros sabor crema ;Dr;31.8;€/KILO);['Mascotas', 'Perros'];;2023-08-23
293025;1.79;Barritas de chocolate y galleta ;Nestlé;17.55;€/KILO);['Azúcar. chocolates y caramelos', 'Chocolates y bombones'];;2023-08-23
227913;6.49;Café en cápsulas lungo ;Or;0.41;€/UNIDAD);['Café. cacao e infusiones', 'Café'];;2023-08-23
251591;2.69;Alimento para gatos junior en gelatina casserole aves ;Whiskas;7.91;€/KILO);['Mascotas', 'Gatos'];;2023-08-23
183533;3.79;Pizza barbacoa ;Dr;11.15;€/KILO);['Congelados', 'Pizzas. bases y masas'];;2023-08-23
151263;1.65;Champú liso y suave cabello rebelde ;Bonté;0.41;€/100 ML.);['Perfumería. higiene. salud', 'Champú'];;2023-08-23
286028;2.49;Nuez con chocolate con leche ;Naturmundo;16.6;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Frutos secos'];;2023-08-23
274070;2.45;Salchicha alemana cocktail ;Selección;16.33;€/KILO);['Conservas. caldos y cremas', 'Conservas de carne'];;2023-08-23
51209;1.1;Pasta de lazos tricolor ;Al;2.2;€/KILO);['Arroz. pastas y legumbres', 'Pastas'];;2023-08-23
279210;1.59;Mini biscotes ;El;6.63;€/KILO);['Panes. harinas y masas', 'Picos y panes tostados'];;2023-08-23
129390;3.25;Tampón compacto con aplicador normal ;Bonté;0.1;€/UNIDAD);['Perfumería. higiene. salud', 'Compresas y cuidado íntimo'];;2023-08-23
239320;4.29;Ketchup cero azúcar ;Prima;8.41;€/KILO);['Aceites. salsas y especias', 'Tomate'];;2023-08-23
263694;1.5;Gazpacho fresco con aceite de oliva ;García;4.55;€/LITRO);['Pizzas y platos preparados', 'Gazpachos. salmorejos y ensaladas'];;2023-08-23
44948;1.89;Queso azul ;El;12.6;€/KILO);['Charcutería y quesos', 'Queso azul y roquefort'];;2023-08-23
140744;1.25;Volantinas con queso ;Al;8.62;€/KILO);['Pizzas y platos preparados', 'Precocinados envasados'];;2023-08-23
276532;13.99;Licor de crema de tequila con chocolate ;Black;19.99;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cremas y licores'];;2023-08-23
188233;1.99;Nata para cocinar sin lactosa ;Kaiku;9.95;€/LITRO);['Leche. huevos y mantequilla', 'Nata'];;2023-08-23
184718;2.59;Mini barritas de chocolate con leche y avellanas ;Kinder;23.98;€/KILO);['Azúcar. chocolates y caramelos', 'Chocolates y bombones'];;2023-08-23
280264;3.25;Papel higiénico aloe vera ;Amoos;0.54;€/UNIDAD);['Limpieza y hogar', 'Papel higiénico. de cocina. servilletas'];;2023-08-23
60766;11.09;Licor de anís dulce ;Anís;11.09;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cremas y licores'];;2023-08-23
173726;1.2;Esparadrapo en tejido sin tejer hipoalergénico ;Bonté;1.2;€/UNIDAD);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-08-23
273805;3.29;Salsa arrabbiata ;Barilla;8.23;€/KILO);['Aceites. salsas y especias', 'Mayonesa y otras salsas'];;2023-08-23
111575;7.99;Cinta de lomo adobada ;Selección;7.99;€/KILO);['Carnicería', 'Cerdo'];;2023-08-23
83977;1.95;Leche crecimiento ;Puleva;1.95;€/LITRO);['Bebé', 'Leche infantil'];;2023-08-23
19518;0.3;Sal marina yodada ;Dia;0.3;€/KILO);['Aceites. salsas y especias', 'Sal y especias'];;2023-08-23
277382;5.99;Vela decorativa verde ;Aroma;5.99;€/UNIDAD);['Limpieza y hogar', 'Insecticidas y ambientadores'];;2023-08-23
272408;5.99;Licor de crema de orujo ;Mourama;8.56;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Cremas y licores'];;2023-08-23
289921;2.15;Maquinilla depilación dos hojas ;Imaqe;0.22;€/UNIDAD);['Perfumería. higiene. salud', 'Depilación'];;2023-08-23
287449;1.09;Barritas energéticas con dátil;Just;27.25;€/KILO);['Galletas. bollos y cereales', 'Tortitas'];;2023-08-23
269408;1.19;Limpieza ba;WC;1.19;€/LITRO);['Limpieza y hogar', 'Limpieza baño y WC'];;2023-08-23
273674;1.09;Cerillas ;Flam;0.36;€/UNIDAD);['Limpieza y hogar', 'Útiles del hogar. pilas. bombillas'];;2023-08-23
231948;4.79;Ambientador antitabaco ;Ambipur;15.97;€/LITRO);['Limpieza y hogar', 'Insecticidas y ambientadores'];;2023-08-23
276193;5.99;Colonia flores blancas ;Arome;3.99;€/100 ML.);['Perfumería. higiene. salud', 'Colonias'];;2023-08-23
284190;11.0;Vino blanco treixadura ;Ribeiro;14.67;€/LITRO);['Cervezas. vinos y bebidas con alcohol', 'Vino blanco'];;2023-08-23
208418;4.39;Corazones de alcachofas igp de tudela ;Delicias;17.56;€/KILO);['Conservas. caldos y cremas', 'Conservas vegetales'];;2023-08-23
67929;2.05;Cereales copos de trigo;Gran;6.83;€/KILO);['Galletas. bollos y cereales', 'Cereales'];;2023-08-23
278685;4.99;Loción corporal ;Natural;1.25;€/100 ML.);['Perfumería. higiene. salud', 'Gel de ducha y esponjas'];;2023-08-23
287873;1.65;Lazos hojaldre de azúcar ;Virgen;8.25;€/KILO);['Galletas. bollos y cereales', 'Bollería'];;2023-08-23
165208;1.85;Garbanzo cocido sin sal ;Legumbres;4.63;€/KILO);['Conservas. caldos y cremas', 'Conservas vegetales'];;2023-08-23
188146;3.49;Jamón curado medias lonchas ;Navidul;25.29;€/KILO);['Charcutería y quesos', 'Jamón curado y paleta'];;2023-08-23
287462;1.7;Bebida energética ultra watermelon ;Monster;3.4;€/LITRO);['Agua. refrescos y zumos', 'Bebidas energéticas'];;2023-08-23
221122;2.89;Toallitas atrapa color ;Micolor;0.18;€/UNIDAD);['Limpieza y hogar', 'Cuidado de la ropa'];;2023-08-23
285800;0.69;Agua oxigenada ;Imaqe;0.28;€/100 ML.);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-08-23
51029;2.29;Ambientador mini spray aroma oceánico aparato ;Dia;2.29;€/UNIDAD);['Limpieza y hogar', 'Insecticidas y ambientadores'];;2023-08-23
271502;1.0;Milhojas de cacao rellenas de crema ;Dulcesol;6.67;€/KILO);['Galletas. bollos y cereales', 'Bollería'];;2023-08-23
82047;1.05;Cayena molida ;Caminho;26.25;€/KILO);['Aceites. salsas y especias', 'Sal y especias'];;2023-08-23
295037;1.25;Magdalenas concha mármol ;Arenas;7.58;€/KILO);['Galletas. bollos y cereales', 'Bollería'];;2023-08-23
175155;2.69;Gel de ducha ;La;0.49;€/100 ML.);['Perfumería. higiene. salud', 'Gel de ducha y esponjas'];;2023-08-23
141611;2.59;Gofre recubierto de cacao ;El;7.19;€/KILO);['Galletas. bollos y cereales', 'Bollería'];;2023-08-23
144666;4.19;Mascarilla repara y protege cabello da;Pantene;1.4;€/100 ML.);['Perfumería. higiene. salud', 'Acondicionadores y mascarillas'];;2023-08-23
74399;3.0;Puré verduritas con pollo ;Hero;7.89;€/KILO);['Bebé', 'Potitos y tarritos'];;2023-08-23
240572;2.29;Galletas con nutella ;Nutella;17.35;€/KILO);['Galletas. bollos y cereales', 'Galletas'];;2023-08-23
280325;2.13;Maccheroni integral n;La;4.26;€/KILO);['Arroz. pastas y legumbres', 'Pastas'];;2023-08-23
139202;1.99;Caramelos sabor eucalipto ;Halls;31.09;€/KILO);['Azúcar. chocolates y caramelos', 'Caramelos. chicles y golosinas'];;2023-08-23
256189;2.49;Helado sabor vainilla ;Temptation;4.98;€/KILO);['Congelados', 'Helados y hielo'];;2023-08-23
166119;2.09;Bífidus natural azucarado ;Activia;4.35;€/KILO);['Yogures y postres', 'Yogures bífidus y colesterol'];;2023-08-23
177237;4.39;Helado bombón ;Oreo;16.88;€/KILO);['Congelados', 'Helados y hielo'];;2023-08-23
291764;4.99;Filete de merluza empanado ;Cocinarte;8.32;€/KILO);['Congelados', 'Pescado y marisco'];;2023-08-23
231656;1.89;Champú cabello normal ;Bonté;0.25;€/100 ML.);['Perfumería. higiene. salud', 'Champú'];;2023-08-23
207275;1.95;Barritas con miel para roedores ;As;17.73;€/KILO);['Mascotas', 'Otros animales'];;2023-08-23
250240;1.4;Patatas fritas original ;Pringles;20.0;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-08-23
50463;2.25;Patatas fritas onduladas sabor jamón y queso ;Ruffles;15.0;€/KILO);['Patatas fritas. encurtidos y frutos secos', 'Patatas fritas y snacks'];;2023-08-23
223985;3.25;Aceite de rosa mosqueta ;Bonté;32.5;€/100 ML.);['Perfumería. higiene. salud', 'Parafarmacia'];;2023-08-23
60671;1.69;Fideos de colores para decorar ;Dulcinea;11.27;€/KILO);['Panes. harinas y masas', 'Preparados para postres'];;2023-08-23
112643;1.45;Zumo melocotón uva y manzana ;Don;1.45;€/LITRO);['Agua. refrescos y zumos', 'Zumos'];;2023-08-23
