product_id;price;product;brand;unit_price;units;categories;discount;date
265705;11.99;DODOT Pants pañales +15 kg talla 6 paquete 27 uds;DODOT;0.44;€/ud.;['Bebé', 'Pañales'];;2023-02-28
177733;0.9;BONTE loción hidratante formato viaje botella 50 ml;BONTE;18.0;€/l.;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];;2023-02-28
284387;1.15;DIA MARI MARINERA filetes de caballa del sur en aceite de girasol lata 85 gr;DIA MARI MARINERA;13.53;€/Kg.;['Despensa', 'Conservas', 'Conservas de pescado'];;2023-02-28
93;1.81;Calabacín unidad (790 gr aprox.);;2.29;€/Kg.;['Frescos', 'Verduras y hortalizas', 'Calabacín. calabaza y berenjena'];;2023-02-28
125616;2.95;DIA NATURMUNDO avellanas tostadas bolsa 200 gr;DIA NATURMUNDO;14.75;€/Kg.;['Despensa', 'Aperitivos'];;2023-02-28
283888;1.15;DIA IMAQE discos de algodón ovalados bolsa 70 uds;DIA IMAQE;1.15;€/ud.;['Cuidado personal', 'Cuidado corporal', 'Limpieza facial'];;2023-02-28
74305;2.25;DIA GRANDIA copos de arroz y trigo integral paquete 500 gr;DIA GRANDIA;4.5;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2023-02-28
238338;2.79;VILEDA estropajo con fibra paquete 3 uds;VILEDA;0.93;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2023-02-28
151018;1.69;CASA TARRADELLAS masa fina para pizza rollo 260 gr;CASA TARRADELLAS;6.5;€/Kg.;['Despensa', 'Pastas. harinas y masas', 'Masas y hojaldres'];;2023-02-28
146093;4.79;VIVISIMA+ jalea real envase 12 viales;VIVISIMA;0.4;€/ud.;['Despensa', 'Dietéticos', 'Complementos nutricionales'];;2023-02-28
289806;1.89;BIAZOO snack para perros sticks de cuero natural bolsa 100 gr;BIAZOO;18.9;€/Kg.;['Mascotas', 'Perros'];;2023-02-28
143549;2.79;HORNIMANS té silueta estuche 20 bolsitas;HORNIMANS;0.14;€/ud.;['Despensa', 'Desayunos y dulces', 'Infusiones'];;2023-02-28
244789;4.19;SELECCIÓN DE DIA hamburguesas de cerdo y vacuno bandeja 6 uds 540 gr;SELECCIÓN DE DIA;7.76;€/Kg.;['Frescos', 'Carne', 'Mixto'];;2023-02-28
73676;1.29;PASCUAL leche entera envase 1 lt;PASCUAL;1.29;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2023-02-28
244234;2.59;ORTIZ pan tostado tradicional paquete 324 gr;ORTIZ;7.99;€/Kg.;['Despensa', 'Pan', 'Biscotes'];;2023-02-28
277773;1.25;DIA ZUMOSFERA néctar de piña envase 1 lt;DIA ZUMOSFERA;1.25;€/l.;['Bebidas', 'Zumos'];;2023-02-28
87057;3.15;MARDEL dulce de leche frasco 450 gr;MARDEL;7.0;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cacao y cremas de cacao'];;2023-02-28
26327;1.69;DIA SUPER PACO abrillantador para lavavajillas máquina botella 1 lt;DIA SUPER PACO;1.69;€/l.;['Cuidado del hogar', 'Lavavajillas'];;2023-02-28
198528;3.29;FLORETTE ensalada de pasta y rúcula tarrina 320 gr;FLORETTE;10.28;€/Kg.;['Platos preparados', 'Ensaladas'];;2023-02-28
150843;0.69;CAPRI-SUN zumo de naranja envase 200 ml;CAPRI;3.45;€/l.;['Bebidas', 'Zumos'];;2023-02-28
227141;0.99;DIA esponja con fibra verde 3 uds;DIA;0.33;€/ud.;['Cuidado del hogar', 'Utensilios de limpieza'];;2023-02-28
74722;1.78;ASTURIANA leche desnatada botella 1.5 lt;ASTURIANA;1.19;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2023-02-28
101720;1.3;LUENGO garbanzos cocidos frasco 400 gr;LUENGO;3.25;€/Kg.;['Despensa', 'Arroz y legumbres', 'Legumbres'];;2023-02-28
250333;2.59;NATURE VALLEY barrita de cereales crunchy avena y miel caja 210 gr;NATURE VALLEY;12.33;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2023-02-28
290037;3.69;VERNEL suavizante concentrado aromaterapia lirio botella 70 lv;VERNEL;0.05;€/Lavado;['Cuidado del hogar', 'Cuidado de la ropa'];;2023-02-28
273731;1.99;DIA NUESTRA ALACENA pechuga de pavo bajo en sal finas lonchas envase 200 gr;DIA NUESTRA ALACENA;9.95;€/Kg.;['Frescos', 'Charcutería y quesos', 'Cocidos'];;2023-02-28
176704;18.95;PROTOS CRIANZA vino tinto crianza DO Ribera del Duero botella 75 cl;PROTOS CRIANZA;25.27;€/l.;['Bodega', 'Vino', 'Tinto'];;2023-02-28
30319;9.84;COCA-COLA clásica pack 12 latas 33 cl;COCA;2.48;€/l.;['Bebidas', 'Refrescos'];;2023-02-28
275251;0.79;DIA LACTEA yogur sabor plátano pack 4 unidades 125 gr;DIA LACTEA;1.58;€/Kg.;['Despensa', 'Lácteos y huevos', 'Yogures'];;2023-02-28
276691;2.19;DIA LA LLAMA papel de cocina reciclado paquete 2 uds;DIA LA LLAMA;1.1;€/ud.;['Cuidado del hogar', 'Papel'];;2023-02-28
282717;15.95;WIPP EXPRESS detergente máquina líquido limpio y liso botella 60 lv;WIPP EXPRESS;0.27;€/Lavado;['Cuidado del hogar', 'Cuidado de la ropa'];;2023-02-28
255481;10.34;DIA EL CENCERRO queso mezcla curado pieza 860 gr;DIA EL CENCERRO;12.02;€/Kg.;['Frescos', 'Charcutería y quesos', 'Quesos'];;2023-02-28
26442;3.49;DIA MARI MARINERA medallones de merluza del cabo MSC bolsa 475 gr;DIA MARI MARINERA;7.35;€/Kg.;['Congelados', 'Pescado y marisco'];;2023-02-28
270470;4.99;BODY NATUR manteca corporal de coco tarro 200 ml;BODY NATUR;24.95;€/l.;['Cuidado personal', 'Cuidado corporal', 'Hidratación corporal'];;2023-02-28
205791;0.75;DIA ZUMOSFERA zumo tropical sin azúcares añadidos envase 1 lt;DIA ZUMOSFERA;0.75;€/l.;['Bebidas', 'Zumos'];;2023-02-28
240523;1.3;ASTURIANA leche entera sin lactosa envase 1 lt;ASTURIANA;1.3;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2023-02-28
273843;1.3;DIA IMAQE jabón de manos líquido oliva dosificador 500 ml;DIA IMAQE;2.6;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Jabón'];;2023-02-28
267538;9.49;NIVEA naturally good crema facial de día antiedad tarro 50 ml;NIVEA;189.8;€/l.;['Cuidado personal', 'Cuidado corporal', 'Crema facial'];;2023-02-28
186097;2.85;DIA BÍFIDUS cremoso de higo. ciruela. fresa y frutos del bosque pack 8 unidades 125 gr;DIA BÍFIDUS;2.85;€/Kg.;['Despensa', 'Lácteos y huevos', 'Yogures'];;2023-02-28
198131;3.09;NB PALMOLIVE gel de ducha leche y miel bote 550 ml;NB PALMOLIVE;4.75;€/l.;['Cuidado personal', 'Baño e higiene personal', 'Geles de duchas y esponjas'];;2023-02-28
238826;2.69;GLADE BY BRISE ambientador absorbeolores aroma lavanda 1 ud;GLADE BY BRISE;2.69;€/ud.;['Cuidado del hogar', 'Ambientadores'];;2023-02-28
270984;1.09;NATURE VALLEY barrita de cereales crunchy avena y miel envase 42 gr;NATURE VALLEY;25.95;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2023-02-28
286145;1.75;KELSIA quitaesmalte acetona pura bote 200 ml;KELSIA;8.75;€/l.;['Cuidado personal', 'Cuidado corporal', 'Cosmética'];;2023-02-28
57900;10.79;SMIRNOFF vodka botella 70 cl;SMIRNOFF;15.41;€/l.;['Bodega', 'Alcoholes', 'Vodka'];;2023-02-28
280092;0.42;DIA RAMBLERS cerveza 100% malta lata 33 cl;DIA RAMBLERS;1.27;€/l.;['Bebidas', 'Cervezas', 'Especiales'];;2023-02-28
262263;2.75;ROYAL gelatina sabor limón caja 114 gr;ROYAL;24.12;€/Kg.;['Despensa', 'Desayunos y dulces', 'Preparación de postres'];;2023-02-28
263722;2.99;CAMPO CURERO vino tinto roble DO Toro botella 75 cl;CAMPO CURERO;3.99;€/l.;['Bodega', 'Vino', 'Tinto'];;2023-02-28
101750;2.49;NOCILLA Duo crema de cacao vaso 180 gr;NOCILLA;13.83;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cacao y cremas de cacao'];;2023-02-28
242982;3.79;KELLOGGS cereales unicorn froot loops caja 375 gr;KELLOGGS;10.11;€/Kg.;['Despensa', 'Desayunos y dulces', 'Cereales'];;2023-02-28
267140;1.99;DIA AL PUNTO quinoa con verduras bolsa 400 gr;DIA AL PUNTO;4.98;€/Kg.;['Congelados', 'Precocinados'];;2023-02-28
284682;7.99;GILLETTE Venus maquinilla confortglide spa breeze blíster 1 ud;GILLETTE;7.99;€/ud.;['Cuidado personal', 'Depilación'];;2023-02-28
104006P6;10.32;PASCUAL leche desnatada calcio envase 1 lt PACK 6;PASCUAL;1.72;€/l.;['Despensa', 'Lácteos y huevos', 'Leche'];;2023-02-28
